id,license id,account number,site number,legal name,doing business as name,address,city,state,zip code,ward,precinct,ward precinct,police district,license code,license description,business activity id,business activity,license number,application type,application created date,application requirements complete,payment date,conditional approval,license term start date,license term expiration date,license approved for issuance,date issued,license status,license status change date,ssa,latitude,longitude,location
2385439-20150311,2385439,396636,1,WINDY CITY CHOPS INC.,WINDY CITY CHOPS INC.,2222 E 75TH ST 1ST,CHICAGO,IL,60649,7,50,7-50,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2385439,ISSUE,02/26/2015,02/26/2015,02/26/2015,N,03/11/2015,03/15/2017,03/10/2015,03/11/2015,AAI,,49,41.759055144,-87.570252651,"(41.75905514352224, -87.57025265057769)"
2385816-20150305,2385816,396787,1,APRILE ABERNATHY,HAIRY WHEELS,7534 S CREGIER AVE,CHICAGO,IL,60649,8,20,8-20,4,4404,Regulated Business License,722,Online Sales (Home Occ),2385816,ISSUE,03/05/2015,03/05/2015,03/05/2015,N,03/05/2015,03/15/2017,03/05/2015,03/05/2015,AAI,,,41.757768975,-87.581156799,"(41.757768975245796, -87.5811567990028)"
2386267-20150313,2386267,396960,1,VERA MAE KELLEY,VERA MAE KELLEY,7847 S COLES AVE 1,CHICAGO,IL,60649,7,14,7-14,4,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2386267,ISSUE,03/13/2015,03/13/2015,03/13/2015,N,03/13/2015,03/15/2017,,03/13/2015,AAI,,,41.753514608,-87.55168428,"(41.7535146077468, -87.55168428037607)"
2386275-20150313,2386275,396965,1,RICSHEEMA W KING,SHEEMA'S HAIR SALON,1863 E 71ST ST 1ST,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,894,Hair Services,2386275,ISSUE,03/13/2015,03/13/2015,03/13/2015,N,03/13/2015,03/15/2017,03/13/2015,03/13/2015,AAC,08/25/2015,42,41.765939556,-87.578882199,"(41.76593955591096, -87.57888219909235)"
2386292-20150313,2386292,396975,1,GARY E. MILLSAPP JR,GARY E. MILLSAPP JR.,2220 E 69TH ST 2,CHICAGO,IL,60649,5,34,5-34,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2386292,ISSUE,03/13/2015,03/13/2015,03/13/2015,N,03/13/2015,03/15/2017,,03/13/2015,AAI,,,41.769972751,-87.570654591,"(41.769972751316836, -87.57065459149567)"
2391616-20150406,2391616,397496,1,BELL FINANCIAL HOLDINGS INC.,BELL FINANCIAL HOLDINGS INC.,6945 S STONY ISLAND AVE,CHICAGO,IL,60649,5,21,5-21,3,1010,Limited Business License,602,Administrative Commercial Office,2391616,ISSUE,04/06/2015,04/06/2015,04/06/2015,N,04/06/2015,04/15/2017,04/06/2015,04/06/2015,AAI,,42,41.768474755,-87.585839456,"(41.768474755256136, -87.58583945592761)"
2391631-20150407,2391631,397507,1,WILLIAM V. PAGE,WILLIAM V. PAGE,1962 E 73RD PL,CHICAGO,IL,60649,7,26,7-26,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2391631,ISSUE,04/06/2015,04/07/2015,04/07/2015,N,04/07/2015,04/15/2017,,04/07/2015,AAI,,,41.761708041,-87.576813079,"(41.76170804086587, -87.57681307945491)"
2391841-20150508,2391841,397592,1,R & D 6 inc,DUNKIN DONUTS,6701 S JEFFERY BLVD GROUND FLOOR 6701,CHICAGO,IL,60649,5,,5-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2391841,ISSUE,,04/08/2015,04/08/2015,N,05/08/2015,05/15/2017,05/08/2015,05/08/2015,AAI,,,41.77336022,-87.576345489,"(41.77336021957957, -87.57634548865575)"
2397770-20150427,2397770,398029,1,Monshea Aguirre,DSC Cleaning,2223 E 70TH PL 2ND 2B,CHICAGO,IL,60649,5,,5-,,4404,Regulated Business License,752,Residential Cleaning (Home Occ),2397770,ISSUE,,04/25/2015,04/25/2015,N,04/27/2015,05/15/2017,04/25/2015,04/27/2015,AAI,,42,41.767011982,-87.570497218,"(41.76701198226313, -87.57049721783007)"
2398576-20151001,2398576,398363,1,"COMMUNITY HEALTH & EDUCATION, INC.",SOUTH SHORE GALLERY AND ESTATE SALES,2156 E 71ST ST 1ST,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,904 | 911,Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes,2398576,ISSUE,05/08/2015,05/20/2015,09/30/2015,N,10/01/2015,10/15/2017,09/30/2015,10/01/2015,AAI,,42,41.766394945,-87.571553801,"(41.7663949453232, -87.57155380133241)"
2398763-20150605,2398763,398436,1,"NICKY'S GYROS, INC.",NICKY'S GYROS,7005 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,21,5-21,3,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2398763,ISSUE,05/12/2015,05/28/2015,05/28/2015,N,06/05/2015,06/15/2017,06/04/2015,06/05/2015,AAI,,42,41.767690177,-87.585816967,"(41.76769017742789, -87.58581696689618)"
2398850-20150515,2398850,398479,1,"JUSTICE OF THE PIES, L3C","JUSTICE OF THE PIES, L3C",6815 S CONSTANCE AVE,CHICAGO,IL,60649,5,43,5-43,3,8344,Food - Shared Kitchen Long-Term User,804,Shared Kitchen User - Long Term,2398850,ISSUE,05/13/2015,05/15/2015,05/15/2015,N,05/15/2015,06/15/2017,,05/15/2015,AAI,,,41.771102225,-87.579970287,"(41.77110222497246, -87.57997028715218)"
2398912-20150514,2398912,398507,1,APPLIANCE DISCOUNT CENTER,APPLIANCE DISCOUNT CENTER,2047 E 75TH ST 1 1,CHICAGO,IL,60649,8,,8-,,1010,Limited Business License,900,Sale of Furniture,2398912,ISSUE,,05/14/2015,05/14/2015,N,05/14/2015,05/15/2017,05/14/2015,05/14/2015,AAI,,,41.758789595,-87.574246282,"(41.75878959473379, -87.57424628158466)"
2404540-20150526,2404540,398682,1,NONA LEE MOORE,UPSCALE-DOWNSCALE,7631 S JEFFERY BLVD 1ST,CHICAGO,IL,60649,8,60,8-60,4,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2404540,ISSUE,05/21/2015,05/22/2015,05/22/2015,N,05/26/2015,06/15/2017,05/22/2015,05/26/2015,AAI,,,41.756123982,-87.575938009,"(41.75612398215018, -87.57593800936252)"
2404580-20150526,2404580,398693,1,"You Have It Maid Cleaning Service, LLC","You Have It Maid Cleaning Service, LLC",7624 S YATES BLVD N/A,CHICAGO,IL,60649,7,,7-,,4404,Regulated Business License,752,Residential Cleaning (Home Occ),2404580,ISSUE,,05/22/2015,05/22/2015,N,05/26/2015,06/15/2017,05/22/2015,05/26/2015,AAI,,,41.756397237,-87.566467788,"(41.756397236990026, -87.56646778784841)"
2404619-20150522,2404619,398711,1,CRAIG STEVEN BAILEY,CRAIG STEVEN BAILEY,7707 S CRANDON AVE 1,CHICAGO,IL,60649,7,13,7-13,4,4406,Peddler License,770,"Peddler - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way (Special)",2404619,ISSUE,05/22/2015,05/22/2015,05/22/2015,N,05/22/2015,06/15/2017,,05/22/2015,AAI,,,41.755072657,-87.568589462,"(41.75507265670479, -87.56858946225383)"
2405420-20150604,2405420,398949,1,HOUSTON ROGERS JR.,HOUSTON ROGERS JR.,7150 S CYRIL AVE  305,CHICAGO,IL,60649,5,42,5-42,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2405420,ISSUE,06/04/2015,06/04/2015,06/04/2015,N,06/04/2015,06/15/2017,,06/04/2015,AAI,,,41.764557949,-87.577084521,"(41.764557949390074, -87.57708452121395)"
2405683-20150609,2405683,399062,1,LORRAINE LAKESHA MILLER,BU'GEE LADIES,7050 S MERRILL AVE 1ST 104,CHICAGO,IL,60649,5,47,5-47,3,4404,Regulated Business License,722,Online Sales (Home Occ),2405683,ISSUE,06/09/2015,06/09/2015,06/09/2015,N,06/09/2015,06/15/2017,06/09/2015,06/09/2015,AAI,,42,41.766575836,-87.572796016,"(41.766575835754914, -87.5727960160843)"
2411446-20150810,2411446,399377,1,"EDDIE'S CELLULAR, INC.",EDDIE'S CELLULAR,2506 E 79TH ST 1ST,CHICAGO,IL,60649,7,17,7-17,4,1010,Limited Business License,772,Retail Sales of New Electronics and Accessories,2411446,ISSUE,06/22/2015,07/08/2015,07/08/2015,N,08/10/2015,07/15/2017,07/08/2015,08/10/2015,AAI,,49,41.751877217,-87.563497445,"(41.75187721667679, -87.56349744524474)"
2411851-20150629,2411851,399555,1,JANELLE IMANI McNEARY,JANELLE IMANI McNEARY,7205 S YATES BLVD  2A,CHICAGO,IL,60649,7,40,7-40,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2411851,ISSUE,06/29/2015,06/29/2015,06/29/2015,N,06/29/2015,07/15/2017,,06/29/2015,AAI,,49,41.764232366,-87.56633807,"(41.76423236587536, -87.5663380697395)"
2411907-20150630,2411907,399576,1,JAMES W. VAUGHN,DOREEN'S BEAUTY SUPPLY,2908 E 79TH ST GROUND,CHICAGO,IL,60649,7,3,7-3,4,1010,Limited Business License,904,Retail Sales of General Merchandise,2411907,ISSUE,06/30/2015,06/30/2015,06/30/2015,N,06/30/2015,07/15/2017,06/30/2015,06/30/2015,AAC,01/04/2017,49,41.752009281,-87.553690749,"(41.75200928118921, -87.55369074937207)"
2506551-20170104,2506551,399576,2,JAMES W. VAUGHN,DOREENS BEAUTY SUPPLY,2904 E 79TH ST 1ST,CHICAGO,IL,60649,7,3,7-3,4,1010,Limited Business License,904,Retail Sales of General Merchandise,2506551,C_LOC,01/04/2017,01/04/2017,01/04/2017,N,01/04/2017,07/15/2017,01/04/2017,01/04/2017,AAI,,49,41.752007337,-87.553853083,"(41.75200733667578, -87.55385308311807)"
2412714-20150722,2412714,399901,1,RAYYAN'S FOOD MART INC.,RAYYAN'S FOOD MART INC.,6900 S STONY ISLAND AVE,CHICAGO,IL,60649,5,10,5-10,3,1006,Retail Food Establishment,767 | 775,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,2412714,ISSUE,07/14/2015,07/16/2015,07/16/2015,N,07/22/2015,08/15/2017,07/21/2015,07/22/2015,AAC,05/23/2016,42,41.769649815,-87.58638311,"(41.76964981461583, -87.58638311014457)"
2412716-20150811,2412716,399901,1,RAYYAN'S FOOD MART INC.,RAYYAN'S FOOD MART INC.,6900 S STONY ISLAND AVE,CHICAGO,IL,60649,5,10,5-10,3,1781,Tobacco Retail Over Counter,937,Retail Sales of Tobacco and Flavored Tobacco Products,2412716,ISSUE,07/14/2015,07/16/2015,07/16/2015,N,08/11/2015,08/15/2017,08/11/2015,08/11/2015,AAC,05/23/2016,42,41.769649815,-87.58638311,"(41.76964981461583, -87.58638311014457)"
2417998-20150721,2417998,399979,1,SCOTT PAINTING AND REMODELING COMPANY,SCOTT PAINTING AND REMODELING COMPANY,6952 S JEFFERY BLVD 2ND 2B,CHICAGO,IL,60649,5,28,5-28,3,4404,Regulated Business License,674,Home Repair Services (Home Occ),2417998,ISSUE,07/17/2015,07/20/2015,07/20/2015,N,07/21/2015,08/15/2017,07/20/2015,07/21/2015,AAI,,,41.768239257,-87.576502749,"(41.76823925689103, -87.57650274946404)"
2418132-20150720,2418132,400024,1,KESHAYLA L. BENNETT,KESHAYLA L.BENNETT,7402 S CHAPPEL AVE 1,CHICAGO,IL,60649,8,4,8-4,3,4406,Peddler License,770,"Peddler - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way (Special)",2418132,ISSUE,07/20/2015,07/20/2015,07/20/2015,N,07/20/2015,08/15/2017,,07/20/2015,AAI,,,41.760582436,-87.575083866,"(41.76058243606518, -87.57508386602476)"
2418250-20150722,2418250,400074,1,DARRELL L. HAMPTON,DARELL L. HAMPTON,7234 S COLES AVE 1 35,CHICAGO,IL,60649,7,40,7-40,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2418250,ISSUE,07/22/2015,07/22/2015,07/22/2015,N,07/22/2015,08/15/2017,,07/22/2015,AAI,,49,41.764502667,-87.563173276,"(41.7645026668284, -87.5631732764173)"
2418821-20161222,2418821,400299,1,"MONRO MUFFLER BRAKE, INC.",CAR-X TIRE & AUTO ILLINOIS STORE #1318,7424 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,8,50,8-50,3,8340,Motor Vehicle Services License,712,Motor Vehicle Repair - Engine and Transmission Work,2418821,ISSUE,07/31/2015,12/22/2016,12/22/2016,N,12/22/2016,01/15/2019,12/22/2016,12/22/2016,AAI,,42,41.759784115,-87.586311998,"(41.75978411533713, -87.58631199828442)"
2419301-20150810,2419301,400494,1,WESLEY R. ATKINSON,WESLEY R. ATKINSON,2230 E 68TH ST 2,CHICAGO,IL,60649,5,1,5-1,3,4406,Peddler License,915,"Street Performer, Moving Along the Public Way (Special)",2419301,ISSUE,08/10/2015,08/10/2015,08/10/2015,N,08/10/2015,08/15/2017,,08/10/2015,AAI,,,41.771801358,-87.57032067,"(41.77180135837881, -87.57032066974466)"
2419528-20150813,2419528,400588,1,LEGACY RAIL OPERATIONS LLC,LEGACY RAIL OPERATIONS LLC,6700 S OGLESBY AVE  2501,CHICAGO,IL,60649,5,32,5-32,3,4404,Regulated Business License,719,Non-Professional Consulting (Home Occ),2419528,ISSUE,08/13/2015,08/13/2015,08/13/2015,N,08/13/2015,08/15/2017,08/13/2015,08/13/2015,AAI,,,41.773446689,-87.568490405,"(41.77344668877514, -87.5684904054311)"
2419586-20151002,2419586,400616,1,"THE STONY GROUP, LLC","THE STONY GROUP, LLC",6758-6760 S STONY ISLAND AVE 1-3,CHICAGO,IL,60649,5,5,5-5,3,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2419586,ISSUE,08/14/2015,08/25/2015,08/25/2015,Y,10/02/2015,10/15/2017,10/02/2015,10/02/2015,AAI,,42,41.771558755,-87.586431507,"(41.77155875539722, -87.58643150665515)"
2419638-20150817,2419638,400637,1,"BLACK YOUTH, INC.","BLACK YOUTH, INC.",1642 E 79TH ST 1ST,CHICAGO,IL,60649,8,13,8-13,4,1010,Limited Business License,904,Retail Sales of General Merchandise,2419638,ISSUE,08/14/2015,08/17/2015,08/17/2015,N,08/17/2015,09/15/2017,08/17/2015,08/17/2015,AAC,02/29/2016,50,41.751614083,-87.584084602,"(41.75161408321836, -87.58408460198537)"
2419643-20150814,2419643,400639,1,PRECIOUS OWUSU,PRECIOUS N. OWUSU,7601 S KINGSTON AVE 2ND,CHICAGO,IL,60649,7,28,7-28,4,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2419643,ISSUE,08/14/2015,08/14/2015,08/14/2015,N,08/14/2015,08/15/2017,,08/14/2015,AAI,,,41.757129666,-87.562551763,"(41.757129665677056, -87.56255176299598)"
2422930-20150819,2422930,400707,1,CLOSER LOOK IMAGING LLC,JACKSON PARK PREFERRED MRI,7431 S EAST END AVE 1ST 2,CHICAGO,IL,60649,8,57,8-57,3,1010,Limited Business License,708 | 602,Miscellaneous Commercial Services | Administrative Commercial Office,2422930,ISSUE,08/19/2015,08/19/2015,08/19/2015,N,08/19/2015,09/15/2017,08/19/2015,08/19/2015,AAI,,,41.75966301,-87.583361957,"(41.75966301048802, -87.58336195684466)"
2423139-20150824,2423139,400802,1,TROY G. LYONS,TROY G. LYONS,7444 S EAST END AVE 1,CHICAGO,IL,60649,8,57,8-57,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2423139,ISSUE,08/24/2015,08/24/2015,08/24/2015,N,08/24/2015,09/15/2017,,08/24/2015,AAI,,42,41.759278918,-87.583644309,"(41.75927891808369, -87.58364430867445)"
2423198-20160129,2423198,400837,1,"ANAP LOGISTICS, LLC","ANAP LOGISTICS, LLC",6918 S DORCHESTER AVE,CHICAGO,IL,60637,5,51,5-51,3,4404,Regulated Business License,724,Other Home Occupations,2423198,ISSUE,08/25/2015,01/29/2016,01/29/2016,N,01/29/2016,02/15/2018,01/29/2016,01/29/2016,AAI,,,41.769267738,-87.591220997,"(41.76926773774141, -87.59122099741617)"
2423224-20150902,2423224,400852,1,OH BEHAVE NATION SALON INC.,OH BEHAVE NATION SALON,1863 E 71ST ST,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,894,Hair Services,2423224,ISSUE,08/25/2015,09/02/2015,09/02/2015,N,09/02/2015,09/15/2017,09/02/2015,09/02/2015,AAI,,42,41.765939556,-87.578882199,"(41.76593955591096, -87.57888219909235)"
2423503-20150831,2423503,400980,1,NIKKI PHAM,777 NAILS,7344 S STONY ISLAND AVE GROUND,CHICAGO,IL,60649,7,19,7-19,3,1010,Limited Business License,895,Nail Services,2423503,ISSUE,08/31/2015,08/31/2015,08/31/2015,N,08/31/2015,09/15/2017,08/31/2015,08/31/2015,AAC,09/04/2015,42,41.761074886,-87.586344223,"(41.76107488606213, -87.58634422327448)"
2423792-20150904,2423792,401100,1,"777 NAILS & SPA, INC.","777 NAILS & SPA, INC",7344 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1010,Limited Business License,895,Nail Services,2423792,ISSUE,09/04/2015,09/04/2015,09/04/2015,N,09/04/2015,09/15/2017,09/04/2015,09/04/2015,AAI,,42,41.761074886,-87.586344223,"(41.76107488606213, -87.58634422327448)"
2424013-20150911,2424013,401202,1,"Avidkor, Inc.","Avidkor, Inc.",1310 E 75TH ST 1,CHICAGO,IL,60619,8,,8-,,1010,Limited Business License,619,Business and Management Consulting,2424013,ISSUE,,09/10/2015,09/10/2015,N,09/11/2015,09/15/2017,09/10/2015,09/11/2015,AAI,,,41.758816119,-87.592779654,"(41.75881611946599, -87.59277965375071)"
2428321-20160113,2428321,401342,12,DOLLAR EXPRESS STORES LLC,DOLLAR EXPRESS,1425 E 71ST ST 1ST,CHICAGO,IL,60619,8,9,8-9,3,1006,Retail Food Establishment,767 | 775,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,2428321,ISSUE,09/28/2015,12/22/2015,12/22/2015,N,01/13/2016,11/15/2017,01/06/2016,01/13/2016,AAI,,42,41.765859671,-87.590014885,"(41.76585967052067, -87.59001488471206)"
2442752-20160113,2442752,401342,12,DOLLAR EXPRESS STORES LLC,DOLLAR EXPRESS,1425 E 71ST ST 1ST,CHICAGO,IL,60619,8,9,8-9,3,1781,Tobacco Retail Over Counter,937,Retail Sales of Tobacco and Flavored Tobacco Products,2442752,ISSUE,12/23/2015,12/29/2015,12/29/2015,N,01/13/2016,11/15/2017,01/13/2016,01/13/2016,AAI,,42,41.765859671,-87.590014885,"(41.76585967052067, -87.59001488471206)"
2427963-20150921,2427963,401367,1,CaTanya A Norwood,Legally Nailed,2546 E 79TH ST GROUND,CHICAGO,IL,60649,7,,7-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2427963,ISSUE,,09/19/2015,09/19/2015,N,09/21/2015,10/15/2017,09/19/2015,09/21/2015,AAI,,49,41.751897438,-87.561952396,"(41.75189743763969, -87.56195239584866)"
2428177-20150923,2428177,401463,1,JAHI O JOHNSON,JAHI O JOHNSON,7251 S CRANDON AVE  2,CHICAGO,IL,60649,5,54,5-54,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2428177,ISSUE,09/23/2015,09/23/2015,09/23/2015,N,09/23/2015,10/15/2017,,09/23/2015,AAI,,,41.762911693,-87.568738176,"(41.76291169281032, -87.56873817635773)"
2428197-20151006,2428197,401476,1,JR Laundromat Inc,JR Laundromat Inc,2601 E 75TH ST N/A,CHICAGO,IL,60649,7,,7-,,4404,Regulated Business License,693 | 771 | 692 | 767 | 856,"Laundry Service | Retail Sales of Laundry Cleaning Products | Laundromat - Self Service | Retail Sales of General Merchandise and Non-Perishable Food | Vending Machines (Sodas, Candy, Chips)",2428197,ISSUE,,09/24/2015,10/05/2015,N,10/06/2015,10/15/2017,10/05/2015,10/06/2015,AAI,,49,41.758941678,-87.561522208,"(41.75894167782644, -87.56152220814491)"
2428377-20150929,2428377,401545,1,RONALD R. AMOS JR.,BLACK WALL STREET BARBERSHOP SALON,2628 E 75TH ST 1ST,CHICAGO,IL,60649,7,23,7-23,3,1010,Limited Business License,894,Hair Services,2428377,ISSUE,09/29/2015,09/29/2015,09/29/2015,N,09/29/2015,10/15/2017,09/29/2015,09/29/2015,AAI,,49,41.759178083,-87.560339857,"(41.759178082645626, -87.56033985706743)"
2429080-20151013,2429080,401826,1,DAVID A. GIBSON,DAVID A. GIBSON,7308 S CRANDON AVE 1,CHICAGO,IL,60649,7,9,7-9,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2429080,ISSUE,10/13/2015,10/13/2015,10/13/2015,N,10/13/2015,10/15/2017,,10/13/2015,AAI,,,41.762275744,-87.569017378,"(41.76227574425642, -87.56901737835516)"
2429106-20151202,2429106,401831,1,FT SOUTHSHORE INC.,FLASH TACO SOUTHSHORE,2247 E 71ST ST 1ST,CHICAGO,IL,60649,5,54,5-54,3,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2429106,ISSUE,10/13/2015,10/19/2015,10/19/2015,N,12/02/2015,12/15/2017,12/01/2015,12/02/2015,AAI,,42,41.766031694,-87.569549959,"(41.7660316937411, -87.56954995915552)"
2429176-20151019,2429176,401847,1,"SOUTH SIDE AUTO SALE, L.L.C.",SOUTH SIDE AUTO GROUP,7405 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,8,57,8-57,3,1010,Limited Business License,793,Sales / Rental / Lease of Motorized Vehicles,2429176,ISSUE,10/14/2015,10/19/2015,10/19/2015,N,10/19/2015,11/15/2017,10/19/2015,10/19/2015,AAI,,42,41.76042305,-87.585628084,"(41.76042304968592, -87.5856280837233)"
2429243-20151015,2429243,401867,1,"CLIENTS FIRST, INC.","CLIENTS FIRST, INC.",7326 S KENWOOD AVE,CHICAGO,IL,60619,8,20,8-20,3,4404,Regulated Business License,674,Home Repair Services (Home Occ),2429243,ISSUE,10/14/2015,10/15/2015,10/15/2015,N,10/15/2015,11/15/2017,10/15/2015,10/15/2015,AAI,,,41.761533646,-87.592239061,"(41.7615336461287, -87.5922390606055)"
2431745-20151016,2431745,401919,1,TIMOTHY RYAN RUTHER,ZION WELLNESS CENTER,7209 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,7,40,7-40,3,1010,Limited Business License,904,Retail Sales of General Merchandise,2431745,ISSUE,10/16/2015,10/16/2015,10/16/2015,N,10/16/2015,11/15/2017,10/16/2015,10/16/2015,AAI,,49,41.764325373,-87.564575194,"(41.76432537292645, -87.56457519371554)"
2432111-20151105,2432111,402075,1,GQ DOLLAR INC.,GQ DOLLAR STORE,2100-2106 E 71ST ST,CHICAGO,IL,60649,5,47,5-47,3,1006,Retail Food Establishment,904 | 767 | 775,Retail Sales of General Merchandise | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,2432111,ISSUE,10/22/2015,10/28/2015,10/29/2015,N,11/05/2015,11/15/2017,11/03/2015,11/05/2015,AAI,,42,41.766373506,-87.573796777,"(41.766373506293114, -87.57379677714744)"
2432113-20151123,2432113,402075,1,GQ DOLLAR INC.,GQ DOLLAR STORE,2100-2106 E 71ST ST,CHICAGO,IL,60649,5,47,5-47,3,1781,Tobacco Retail Over Counter,937 | 936 | 776,Retail Sales of Tobacco and Flavored Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco Products,2432113,ISSUE,10/22/2015,10/28/2015,10/29/2015,N,11/23/2015,11/15/2017,11/20/2015,11/23/2015,AAI,,42,41.766373506,-87.573796777,"(41.766373506293114, -87.57379677714744)"
2432130-20151023,2432130,402084,1,"Rollstar, Inc.",Star Beauty Supply 7,7546 S STONY ISLAND AVE 1ST FLOOR,CHICAGO,IL,60649,8,,8-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2432130,ISSUE,,10/23/2015,10/23/2015,N,10/23/2015,11/15/2017,10/23/2015,10/23/2015,AAI,,42,41.757337721,-87.586248548,"(41.757337720984204, -87.58624854827025)"
2432481-20151030,2432481,402235,1,MARK ANTWAN RIDGEWAY,GOOD LOOK,7112 S YATES BLVD  B,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,894,Hair Services,2432481,ISSUE,10/30/2015,10/30/2015,10/30/2015,N,10/30/2015,11/15/2017,10/30/2015,10/30/2015,AAI,,42,41.765724251,-87.566653616,"(41.76572425058228, -87.56665361553786)"
2437858-20151207,2437858,402632,2,"WIRELESS CONNECTION, CORP.",BOOST MOBILE JEFFERY,2042 E 71ST ST 1ST,CHICAGO,IL,60649,5,40,5-40,3,1010,Limited Business License,922 | 727,Retail Sales of Cell Phones and Accessories | Payment Center,2437858,ISSUE,12/07/2015,12/07/2015,12/07/2015,N,12/07/2015,12/15/2017,12/07/2015,12/07/2015,AAI,,42,41.766366189,-87.574551208,"(41.76636618913804, -87.57455120785676)"
2437459-20160425,2437459,402702,1,"SPOTLESS SOLUTIONS CHICAGO, INC",SPOTLESS SOLUTIONS CHICAGO,7120-7128 S YATES BLVD 1ST,CHICAGO,IL,60649,5,54,5-54,3,4404,Regulated Business License,771 | 692,Retail Sales of Laundry Cleaning Products | Laundromat - Self Service,2437459,ISSUE,11/24/2015,04/25/2016,04/25/2016,N,04/25/2016,05/15/2018,04/25/2016,04/25/2016,AAI,,42,41.765509266,-87.566651058,"(41.76550926574415, -87.56665105757953)"
2437532-20151130,2437532,402751,1,PERFECT PIECES LLC,PERFECT PIECES LLC,7207 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,7,40,7-40,3,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2437532,ISSUE,11/30/2015,11/30/2015,11/30/2015,N,11/30/2015,12/15/2017,11/30/2015,11/30/2015,AAI,,49,41.764371253,-87.564615219,"(41.7643712529251, -87.56461521904156)"
2437624-20151208,2437624,402792,1,MARLON S. NIMOCKS,NIMOCKS MASONRY RESTORATION,6826 S CLYDE AVE 1ST,CHICAGO,IL,60649,5,31,5-31,3,4404,Regulated Business License,674,Home Repair Services (Home Occ),2437624,ISSUE,12/02/2015,12/08/2015,12/08/2015,N,12/08/2015,12/15/2017,12/08/2015,12/08/2015,AAI,,,41.770826535,-87.574127089,"(41.770826535163245, -87.57412708896894)"
2437734-20151203,2437734,402839,1,"CURRY COMMUNICATIONS, LLC",MetroPCS,7042 S STONY ISLAND AVE 1ST 1ST,CHICAGO,IL,60649,5,10,5-10,3,1010,Limited Business License,922 | 727,Retail Sales of Cell Phones and Accessories | Payment Center,2437734,ISSUE,12/03/2015,12/03/2015,12/03/2015,N,12/03/2015,12/15/2017,12/03/2015,12/03/2015,AAI,,42,41.76666398,-87.586491099,"(41.76666398033737, -87.58649109911461)"
