Name,BuildingNumber,Fraction,Street,Unit,City,Zip Code,GeoArea,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,Note,PhoneNumber,Email,Website
A Plus Movers,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,"Wholesale, Storage and Transportation",Moving and storage,True,,773-947-9022,,
U-Haul,1650,,E 71st St,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation",Moving and storage,False,,773-493-1206,,
Steve V-O Moving,1643,,E 71st St,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation",Moving and storage,False,,773-752-3538,,
Thunderbird Towing,6700,,S Oglesby Ave,Apt 20,Chicago,60649,South Shore,Unknown,"Wholesale, Storage and Transportation",Towing,True,,,,
Tim's 24-Hour Towing,6924,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,"Wholesale, Storage and Transportation",Towing,True,,,,
Qsymbiosis,1532,,E 68th St,,Chicago,,South Shore,Active,"Wholesale, Storage and Transportation",Wholesalers,True,,773-324-2792,,
Southshore Bottled Water Company,7555,,S Ridgeland Ave,,Chicago,60649,South Shore,Active,Industrial,Food processing plant,True,,773-324-7936,,
Production Tool Companies,1229,,E 74th St,,Chicago,60619,South Shore,Active,Industrial,Parts,False,,773-288-4400,,
Best Built Fabricating Company,7836,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Industrial,Parts,False,,708-339-0505,,
Traffco Products,7731,,S South Chicago Ave,,Chicago,60619,South Shore,Active,Industrial,Parts,False,,773-374-6645,,
United Floor Machine Company,7715,,S South Chicago Ave,,Chicago,60619,South Shore,Active,Industrial,Finished goods,False,,773-734-0848,,
Leitelt Brothers,7721,,S South Chicago Ave,,Chicago,60619,South Shore,Active,Industrial,Finished goods,False,,773-721-1186,,
Shademaker Products,7300,,S Kimbark Ave,,Chicago,60619,South Shore,Active,Industrial,Finished goods,True,,773-955-0998,,
Old Landmark Church,7201,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-955-1409,,
Our Lady of Peace Catholic Church,7851,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-768-0105,,
Open Door Church of Christ,1962,,E 73rd St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-853-3446,,
Nehemiah Urban Church Ministries,7359,,S Chappel Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-955-1377,,
New Eden Evangelical Baptist Church,7421,,S Crandon Ave,,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,True,,,,
New Hope Christian Learning Center,2201,,E 70th Pl,,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,True,No signage to indicate business. No number posted. No members in attendance.,773-955-1772,,
New Jerusalem Evangelistic Church,1706,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-752-7992,,
New Life Church,1736,,E 79th St,,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,False,,773-734-2649,,
New Original Cogic,1750,,E 78th St,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-978-0947,,
New Spiritual Light Missionary Baptist Church,7566,,S South Shore Dr,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-734-5483,,
New Testament Memorial Church,1246,,E 75th St,,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,False,,773-684-5301,,
New Testament Ministries,2600,,E 79th St,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,False,,,,
New Tried Stone Missionary Baptist Church,7543,,S Luella Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,True,,,,
New Life in Christ Church,2226,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-671-8100,,
Nu Grace Nu Mercy Church,7771,,S Exchange Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-382-1723,,
Lester Ministries,2225,,E 70th Pl,,Chicago,,South Shore,Unknown,Religious (except school or residence),Church,True,No signage to indicate business. No number posted. No members in attendance.,,,
Life Redeeming Ministries,2200,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,True,,773-374-7009,,
Love Tabernacle Full Gospel Ministry,7465,,S South Shore Dr,Apt 507,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,,,
Love Universal Center Of Truth,6850,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,True,No signage to indicate business. No number posted.,,,
Labor of Love Apostolic Church,2800,,E 79th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-734-7207,,
Kingdom Hall of Jehovah's Witnesses,1323,,E 71st St,St,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,False,,773-667-0714,,
McKenzie Mission Church,2419,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-488-3018,,
Universal Prayer Tower,1335,,E 76th St,,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,False,,773-437-3203,,
Upper Room Ministries,1400,,E 72nd St,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-955-6958,,
Victory in Christ,6836,,S Cregier Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,True,,,,
Windsor Park Evangelical Lutheran Church,2619,,E 76th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-768-1812,,
Saint Philip Neri Church,2132,,E 72nd St,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-363-1700,,
Sages Temple of Spiritual Communion Number Two,7743,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,True,,,,
Saint Luke's Missionary Baptist Church,7262,,S Coles Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-768-8423,,
Saint Margaret's Church,2555,,E 73rd St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,Church check,773-221-5505,,
South Shore Community Church,7401,,S Yates Blvd,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-721-5905,,
South Shore Bible Baptist Church,7159,,S Cornell Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-752-3778,,
Temple of Brotherly Love Community Church,1843,,E 77th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-221-3676,,
The Lord Is My Shepherd Ministries,7214,,S Dorchester Ave,,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,False,,773-752-9348,,
Spreading the Word Worship Center,2728,,E 79th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-741-6832,,
South Shore United Methodist Church,7350,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-752-6233,,
Pray in Faith Ministries,7131,,S Paxton Ave,,Chicago,60649,South Shore,Unknown,Religious (except school or residence),Church,True,Church check,,,
Prayer Cloth Ministries,7500,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,True,,773-734-4739,,
Prayer Mission,7739,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-375-5928,,
Mountain of Love Evangelical Ministries,1850,,E 79th St,,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,False,,773-374-7475,,
Mountain of the Lord World Wide Ministries,2810,,E 79th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-734-0093,,
Namsa Society Church,2043,,E 72nd Pl,3rd Floor,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,True,No signage to indicate business. No number posted. No members in attendance.,,,
Jesus Lives Ministry,7520,,S Coles Ave,Apt A,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,True,,,,
Israel of God,2515,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-382-5020,,
Harvest Mission Community Church Home,7147,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,True,,773-526-9761,,
Haven of Prayer & Praise Church,1304,,E 75th St,,Chicago,60619,South Shore,Out of Business,Religious (except school or residence),Church,False,Sunday church,773-324-0720,,
Holy Life Tabernacle Church,7631,,S Kingston Ave,,Chicago,,South Shore,Active,Religious (except school or residence),Church,True,,,,
Greater Metropolitan Church of Christ,2430,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-768-1876,,
A Passion for Christ Ministries,2251,,E 71st St,St,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,False,Church check,773-324-6899,,
Agape Apostolic Assembly,1459,,E 76th St,,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,True,,,,
Agape Baptist Church,7611,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Religious (except school or residence),Church,True,,,,
Celestial Church of Christ,6920,,S Harper Ave,,Chicago,60637,South Shore,Active,Religious (except school or residence),Church,False,,773-363-5333,,
Cage Memorial Chapel Limited,7651,,S Jeffery Ave,Fl 1,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-721-8900,,
Bryn Mawr Community Church,7000,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-324-2403,,
Church of Ephesus,1531,,E 67th St,,Chicago,60637,South Shore,Active,Religious (except school or residence),Church,True,,,,
Church of Living Water,7613,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,True,,773-731-4750,,
Saint Bride Catholic Church,7811,,S Coles Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-734-2933,,
Christ Embassy Church,7118,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,False,,773-295-4244,,
Christ Temple Community Church,7400,,S Blackstone Ave,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-288-2823,,
Christian Fellowship Missionary Baptist Church,2022,,E 73rd St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-324-1781,,
Connect to Him,7843,,S Paxton Ave,,Chicago,,South Shore,Unknown,Religious (except school or residence),Church,True,No signage to indicate business. No number posted. No members in attendance.,,,
Diamonds in the Ruff Ministries,1459,,E 76th St,,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,True,,773-934-4647,,
Excellent Way Church of God in Christ,2510,,E 79th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-375-1500,,
Fidelity Baptist Church,1418,,E 75th St,,Chicago,60619,South Shore,Active,Religious (except school or residence),Church,False,,773-324-7880,,
Family Of Faith Evangelist Temple Church Of God,6701,,S Blackstone Ave,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-947-9801,,
Faith Chapel Church,2818,,E 79th St,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-374-1349,,
Free Salvation Missionary Baptist Church,7549,,S Phillips Ave,,Chicago,,South Shore,Active,Religious (except school or residence),Church,False,,773-731-4036,,
First Christian Assembly,2333,,E 75th St,,Chicago,60649,South Shore,Active,Religious (except school or residence),Church,False,,773-731-2323,,
Glory To Glory Deliverance Ministry,7130,,S Cyril Ave,Apt 402,Chicago,60649,South Shore,Out of Business,Religious (except school or residence),Church,True,No signs or number,,,
Glory To God Christian Church Ministries,7442,,S Dorchester Ave,,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,True,,,,
God First Ministries,2110,,E 73rd St,,Chicago,,South Shore,Out of Business,Religious (except school or residence),Church,True,,773-667-5200,,
Mosque Maryam - The National Center,7351,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Religious (except school or residence),Mosque,False,,773-324-6525,,
Pirtle,1962,,E 73rd St,Apt 104,Chicago,60649,South Shore,Active,Religious (except school or residence),Other religious except residential,True,,773-752-0060,,
Future Presidents Daycare,7521,,S Dante Ave,,Chicago,60619,South Shore,Unknown,Childcare and Schools,Home daycare,True,,,,
Family Rescue,6824,,S Ridgeland Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-375-1918,,
Extended Family Daycare,7440,,S Euclid Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-684-0511,,
Ernestine's Home Day Care,2109,,E 68th St,,Chicago,,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,,,
Daycare,7631,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Childcare and Schools,Home daycare,True,No sign number disconnected,312-308-3862,,
D.P. Daycare and Learning Center,7640,,S Colfax Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-734-4426,,
Chrissy Bears Day Care And After School,1422,,E 70th St,,Chicago,,South Shore,Active,Childcare and Schools,Home daycare,True,,773-983-2099,,
Brothers Making A Difference,7838,,S Escanaba Ave,,Chicago,,South Shore,Active,Childcare and Schools,Home daycare,True,,773-359-4614,,
Charlie's Little Angels Day Care,7350,,S Dante Ave,,Chicago,60619,South Shore,Active,Childcare and Schools,Home daycare,True,,773-256-0217,,
A Little More Luv Home Day Care,7650,,S Marquette Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-902-2475,,
A Special Place 2 Stay,6730,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,Phone number isnt correct,312-607-5825,,
Achievers Academy World,6832,,S Crandon Ave,Apt 6,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,630-886-9203,,
Addie's Child Care,2201,,E 67th St,Fl 2,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,,,
Baby Steps Daycare,2471,,E 74th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-842-4601,,
Jackson's Play House,7621,,S East End Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-562-8660,,
Mother Plumtree's Playhouse,2656,,E 74th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-933-1894,,
Melissa's Childcare Center,7725,,S Cornell Ave,Bsmt,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-374-9378,,
Healthy Start,6737,,S Ridgeland Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-684-6110,,
Hidaya's Licensed Day Care,1520,,E 72nd Pl,,Chicago,60619,South Shore,Active,Childcare and Schools,Home daycare,True,,773-752-5879,,
Happy Feets,2813,,E 77th Pl,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,312-502-3927,,
Home Away from Home,7744,,S Colfax Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-721-8296,,
Home Day Care,2051,,E 72nd Pl,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,,,
Home Day Care,1722,,E 76th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-955-1504,,
Home Day Care,2449,,E 73rd St,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,No answer,773-374-7040,,
Home Day Care,2732,,E 76th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-721-3228,,
Home Day Care,2921,,E 78th St,,Chicago,,South Shore,Active,Childcare and Schools,Home daycare,True,,,,
Home Day Care,7652,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,"Called, voicemail full; no online presence",773-978-1323,,
Home Day Care,7724,,S Coles Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-440-4858,,
Home Day Care,7337,,S Crandon Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-734-9135,,
Home Day Care,6843,,S Dorchester Ave,,Chicago,60637,South Shore,Active,Childcare and Schools,Home daycare,True,,773-955-5806,,
Home Day Care,6810,,S East End Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,,,
Home Day Care,7632,,S Euclid Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-933-0339,,
Home Day Care,7550,,S Exchange Ave,Apt 2A,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-530-0389,,
Home Day Care,6934,,S Jeffery Ave,Fl 2,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,,,
Home Day Care,7641,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,773-734-8720,,
Home Day Care,7825,,S Oglesby Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-356-9226,,
Home Day Care,7222,,S Paxton Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,,,
Home Day Care,7308,,S Paxton Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-469-7670,,
Home Day Care,7217,,S Phillips Ave,,Chicago,,South Shore,Unknown,Childcare and Schools,Home daycare,True,No sign or number,,,
Home Day Care,6700,,S South Shore Dr,Apt 6A,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,,,
Home Day Care,7337,,S Yates Blvd,Apt 2,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-768-2829,,
Home Sweet Home Child Care Services,1342,,E 76th St,,Chicago,60619,South Shore,Unknown,Childcare and Schools,Home daycare,True,,773-493-1025,,
Klever Kids Home Daycare,6900,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-363-3806,,
Mai Mai's Christian Day Care,7828,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,,,
Nurture Nest Child Care,6754,,S Cornell Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-616-5622,,
Noelle's Kiddie College,7612,,S Marquette Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-812-4197,,
Nikki J's Little Angels Home Daycare,7437,,S Chappel Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,,,
PhylClay's Childcare,7550,,S Exchange Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-731-8171,,
Precious Minds,7623,,S Yates Blvd,Apt 3,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,,,
Marion Night & Day Daycare,7325,,S Yates Blvd,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-443-9999,,
Kids World Home Daycare,7441,,S Yates Blvd,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-768-1904,,
Romella Playhouse,7533,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-753-8903,,
Sterma's Daycare,7609,,S Paxton Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,773-978-1483,,
Shine So Bright Day Care,7000,,S Merrill Ave,Bsmt,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Home daycare,True,,773-684-3848,,
Yolanda Daycare,7143,,S Cornell Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-587-5667,,
Angels Infant 2 Toddler Home Daycare,1711,,E 73rd St,,Chicago,60649,South Shore,Active,Childcare and Schools,Home daycare,True,,773-556-8805,,
We Are Family,7833,,S Escanaba Ave,,Chicago,,South Shore,Active,Childcare and Schools,Home daycare,True,,773-375-0050,,
Tish's Tiny Town For Tots Childcare Center,2233,,E 70th St,Apt 3,Chicago,,South Shore,Unknown,Childcare and Schools,Home daycare,True,No signs immediate voicemail,309-287-4997,,
Tracy's Daycare,7806,,S Luella Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,773-933-5336,,
S & S Learning Palace,7224,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Childcare and Schools,Home daycare,True,,,,
South Shore Bible Baptist Day Care Center,7159,,S Cornell Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-752-3778,,
Stair Step Villa Nursery and Kindergarten,6725,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-684-7340,,
Stepping Stones Early Childhood Learning Center,1300,,E 75th St,,Chicago,60619,South Shore,Active,Childcare and Schools,Kid Center,False,,773-493-0000,,
Kenyatta's Day Care Center,2334,,E 75th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-221-3777,,
Little Apple Seeds Learning Academy,2672,,E 75th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-375-9344,,
Loren Children Learning Center,2106,,E 79th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-356-9400,,
Little Folks Daycare,2527,,E 73rd St,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-221-0300,,
Higher Learning Child Care & Development,2526,,E 73rd St,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-734-1251,,
Maranatha Headstart,1631,,E 71st St,St,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-493-7500,,
DJ Brooks Headstart Center,6921,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-955-2818,,
Chicago Organization For Education Discipline & Sports Corporation,1453,,E 72nd St,,Chicago,,South Shore,Active,Childcare and Schools,Kid Center,False,,,,
Ersula T. Howard Childcare Center,7222,,S Exchange Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Kid Center,False,,773-221-9711,,
Excel Academy of South Shore,7530,,S South Shore Dr,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-902-7800,,
Chicago Public Schools - Adam Clayton Powell Paideia Community Academy Elementary School,7511,,S South Shore Dr,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-6650,,
Chicago Public Schools - Edward A Bouchet Math and Science Academy Elementary School,7355,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-0501,,
Chicago Public Schools - Isabelle C. O'Keeffe Elementary School,6940,,S Merrill Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-0600,,
Chicago Public Schools - James Madison Elementary School,7433,,S Dorchester Ave,,Chicago,60619,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-0551,,
Chicago Public Schools - Myra Bradwell Communications Arts and Sciences Elementary School,7736,,S Burnham Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-6600,,
Chicago Public Schools - Parkside Elementary Community Academy,6938,,S East End Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-0940,,
Chicago Public Schools - Robert A Black Magnet Elementary School - Branch School,7133,,S Coles Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-6394,,
Chicago Public Schools - South Shore Fine Arts Academy,1415,,E 70th St,,Chicago,60637,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-0540,,
Chicago Public Schools - South Shore International College Prep High School,1955,,E 75th St,,Chicago,60649,South Shore,Active,Childcare and Schools,Public school K-12,False,,773-535-8350,,
Muhammad University of Islam,7351,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Private school K-12,False,,773-643-0700,,
Saint Paul Lutheran School,7621,,S Dorchester Ave,,Chicago,60619,South Shore,Active,Childcare and Schools,Private school K-12,False,,773-721-1438,,
Saint Philip Neri School,2110,,E 72nd St,,Chicago,,South Shore,Active,Childcare and Schools,Private school K-12,False,,773-288-1138,,
Winnie Mandela Intergenerational Alternative High School,7847,,S Jeffery Ave,1st Floor,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Private school K-12,False,,773-375-0529,,
Health Career Academy,7207,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Professional school,False,,773-423-7436,,
Kas Tutorial,2324,,E 75th St,Fl 1,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Other,False,,773-221-9129,,
Ivy League Tutoring,7134,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Other,False,,773-752-2222,,
Augustine's Tutoring,7776,,S Coles Ave,,Chicago,60649,South Shore,Out of Business,Childcare and Schools,Other,True,,773-734-7238,,
Prologue Charles Houston High School,7847,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Childcare and Schools,Other,False,,773-375-0529,,
Dianes Community Shelter,6700,,S South Shore Dr,Unit 25J,Chicago,60649,South Shore,Unknown,Service or Programmed Residential Space,Shelter,True,,,,
Excellent Way Urban Outreach Ministry,2510,,E 79th St,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Shelter,False,,773-375-4632,,
Tri-Care,7615,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Group home,True,,773-375-6146,,
Waterfront Terrace,7750,,S South Shore Dr,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,True,,773-731-4200,,
Senior Suites of Rainbow Beach,2804,,E 77th Pl,Apt 409,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-374-5333,,
Senior Suites of South Shore,2355,,E 67th St,Ofc,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-324-2333,,
Sunrise Court Apartments,7708,,S South Shore Dr,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,True,,773-933-6050,,
Rachel's Home & Senior Care,7425,,S Euclid Ave,,Chicago,60649,South Shore,Out of Business,Service or Programmed Residential Space,Senior housing,True,,,,
Rainbow Beach Care Center,7325,,S Exchange Ave,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-731-7300,,
Progressive Housing and Land,6834,,S Jeffery Ave,,Chicago,60649,South Shore,Unknown,Service or Programmed Residential Space,Senior housing,True,,,,
The Villa at Windsor Park,2649,,E 75th St,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-356-9300,,
Jackson Park Supportive Living Facility,1448,,E 75th St,Apt 218,Chicago,60619,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-684-2391,,
Highlands Tudor Manor,7018,,S Cregier Ave,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-667-1940,,
A Senior's Residence,2121,,E 72nd St,,Chicago,,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,,,
Cole's Supportive Living Senior Housing,7419,,S Exchange Ave,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-933-7635,,
Good Shepherd Manor,6720,,S Cornell Ave,,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Senior housing,False,,773-288-0300,,
Good Shepherd Manor,6720,,S Stony Island Ave,,Chicago,60649,South Shore,Out of Business,Service or Programmed Residential Space,Senior housing,False,,773-288-0300,,
MHA Group,7200,,S Exchange Ave,Ste A,Chicago,60649,South Shore,Active,Service or Programmed Residential Space,Public,False,,773-375-0046,,
United States Post Office,7436,,S Exchange Ave,,Chicago,60649,South Shore,Active,Public Services,Post office,False,,,,
City of Chicago Fire Department,7313,,S Kingston Ave,,Chicago,60649,South Shore,Active,Public Services,City Fire Station,False,,,,
Chicago Public Library - South Shore Branch,2505,,E 73rd St,,Chicago,60649,South Shore,Active,Public Services,Library,False,,312-747-5281,,
Office of Alderman Leslie Hairston - 5th Ward,2325,,E 71st St,,Chicago,60649,South Shore,Active,Public Services,Representative,False,,773-324-5555,,
Office of State Representative Ken Dunkin - 5th District,2059,,E 75th St,,Chicago,60649,South Shore,Active,Public Services,Representative,False,,773-363-1411,,
Comed,7675,,S South Chicago Ave,,Chicago,60619,South Shore,Out of Business,Public Services,Utility-Electric,False,,800-334-7661,,
